0,0,-0.80984472,0
0,0,-0.434068323,0.01
0,0,-0.058263975,0.01
0,0,4.397515528,0.01
0.0070815,1.4164,11.08416149,0.01
0.039099,4.9875,15.36335404,0.01
0.11373,9.939,17.47732919,0.01
0.24128,15.573,17.49906832,0.01
0.42521,21.214,16.18664596,0.01
0.66343,26.431,14.01801242,0.01
0.95033,30.949,12.73478261,0.01
1.2803,35.054,12.34006211,0.01
1.6508,39.03,12.28167702,0.01
2.0608,42.988,12.56149068,0.01
2.4784,46.752,12.81304348,0.00931
2.8935,50.281,12.99285714,0.00855
3.3067,53.611,13.0552795,0.00796
3.7184,56.749,13.10869565,0.00746
4.1289,59.725,13.15931677,0.00705
4.7841,64.211,13.24534161,0.01057
5.8561,70.988,13.37329193,0.01586
7.667,81.259,13.56273292,0.02379
10.846,96.902,13.84192547,0.03568
16.25,119.29,14.16459627,0.05
22.786,142.14,14.40745342,0.05
30.473,165.37,14.58602484,0.05
39.329,188.87,14.71583851,0.05
49.366,212.57,14.78850932,0.05
60.59,236.38,14.8173913,0.05
73.006,260.22,14.82888199,0.05
86.613,284.06,14.82142857,0.05
101.41,307.87,14.80124224,0.05
117.4,331.64,15.30652174,0.05
134.6,356.2,15.30124224,0.05
153.02,380.73,9.256832298,0.05
172.43,395.56,1.420186335,0.05
192.27,397.83,-2.454254658,0.05
212.06,393.92,-3.626086957,0.04997
231.61,388.15,-3.54689441,0.05
250.88,382.5,-3.470186335,0.05
269.86,376.97,-3.395962733,0.05
288.58,371.56,-3.32484472,0.05
307.02,366.27,-3.25621118,0.05
325.2,361.08,-3.190062112,0.05
343.13,355.99,-3.126397516,0.05
360.81,351.01,-3.064782609,0.05
378.23,346.12,-3.005403727,0.05
395.42,341.33,-2.94810559,0.05
412.37,336.63,-2.892732919,0.05
429.08,332.02,-2.839254658,0.05
445.57,327.49,-2.787546584,0.05
461.83,323.04,-2.737546584,0.05
477.88,318.67,-2.689192547,0.05
493.7,314.38,-2.642391304,0.05
509.32,310.16,-2.597080745,0.05
524.72,306.02,-2.553198758,0.05
539.92,301.94,-2.510714286,0.05
554.91,297.93,-2.469534161,0.05
569.71,293.99,-2.429596273,0.05
584.31,290.11,-2.390900621,0.05
598.72,286.29,-2.353354037,0.05
612.94,282.53,-2.316925466,0.05
626.98,278.83,-2.281583851,0.05
640.83,275.18,-2.247267081,0.05
654.5,271.59,-2.213975155,0.05
667.99,268.05,-2.181614907,0.05
681.3,264.56,-2.150186335,0.05
694.44,261.13,-2.119627329,0.05
707.42,257.74,-2.089937888,0.05
720.22,254.4,-2.061086957,0.05
732.86,251.1,-2.033012422,0.05
745.33,247.85,-2.005714286,0.05
757.64,244.64,-1.979161491,0.05
769.79,241.48,-1.953322981,0.05
781.79,238.35,-1.928167702,0.05
793.63,235.27,-1.903695652,0.05
805.32,232.22,-1.87984472,0.05
816.85,229.21,-1.856645963,0.05
817.43,229.07,-1.855496894,0.0025
818.29,228.84,-1.85378882,0.0038
819.57,228.51,-1.85121118,0.0056
821.5,228,-1.847391304,0.0084
824.38,227.25,-1.841677019,0.0127
828.68,226.13,-1.833167702,0.019
835.1,224.45,-1.820559006,0.0285
844.63,221.96,-1.802018634,0.0427
855.66,219.08,-1.780807453,0.05
866.54,216.23,-1.76015528,0.05
877.28,213.41,-1.74,0.05
887.88,210.62,-1.720372671,0.05
898.34,207.87,-1.70121118,0.05
908.67,205.15,-1.682546584,0.05
918.86,202.45,-1.664347826,0.05
928.91,199.79,-1.646583851,0.05
938.84,197.15,-1.629285714,0.05
948.63,194.54,-1.612360248,0.05
958.29,191.96,-1.595869565,0.05
967.83,189.4,-1.579782609,0.05
977.23,186.87,-1.564068323,0.05
986.51,184.36,-1.548726708,0.05
995.67,181.88,-1.533757764,0.05
1004.7,179.43,-1.519161491,0.05
1013.6,176.99,-1.504875776,0.05
1022.4,174.58,-1.490962733,0.05
1031.1,172.19,-1.477360248,0.05
1039.6,169.82,-1.464068323,0.05
1048.1,167.48,-1.451086957,0.05
1056.4,165.15,-1.438385093,0.05
1064.6,162.84,-1.426024845,0.05
1072.7,160.56,-1.413913043,0.05
1080.6,158.29,-1.402080745,0.05
1088.5,156.04,-1.39052795,0.05
1096.2,153.81,-1.379254658,0.05
1103.9,151.6,-1.368229814,0.05
1111.4,149.41,-1.357453416,0.05
1118.8,147.23,-1.346925466,0.05
1126.1,145.07,-1.336645963,0.05
1133.3,142.93,-1.326583851,0.05
1140.4,140.8,-1.316770186,0.05
1147.4,138.69,-1.307142857,0.05
1154.3,136.59,-1.297763975,0.05
1161.1,134.51,-1.288602484,0.05
1167.7,132.44,-1.279627329,0.05
1174.3,130.39,-1.270869565,0.05
1180.8,128.35,-1.262329193,0.05
1187.1,126.32,-1.253975155,0.05
1193.4,124.31,-1.245776398,0.05
1199.6,122.31,-1.237795031,0.05
1205.6,120.32,-1.23,0.05
1211.6,118.35,-1.222391304,0.05
1217.5,116.39,-1.214937888,0.05
1223.2,114.44,-1.207639752,0.05
1228.9,112.5,-1.200559006,0.05
1234.5,110.57,-1.193602484,0.05
1240,108.66,-1.186832298,0.05
1245.4,106.75,-1.180217391,0.05
1250.6,104.86,-1.173726708,0.05
1255.8,102.97,-1.16742236,0.05
1260.9,101.1,-1.161273292,0.05
1265.9,99.232,-1.155248447,0.05
1270.9,97.376,-1.149378882,0.05
1275.7,95.53,-1.14363354,0.05
1280.4,93.694,-1.138043478,0.05
1285.1,91.866,-1.132608696,0.05
1289.6,90.047,-1.127267081,0.05
1294.1,88.236,-1.122080745,0.05
1298.4,86.434,-1.117018634,0.05
1302.7,84.639,-1.112111801,0.05
1306.9,82.852,-1.107298137,0.05
1311,81.074,-1.102608696,0.05
1315,79.302,-1.098074534,0.05
1318.9,77.538,-1.09363354,0.05
1322.8,75.78,-1.08931677,0.05
1326.5,74.03,-1.085093168,0.05
1330.2,72.286,-1.081024845,0.05
1333.7,70.549,-1.077049689,0.05
1337.2,68.818,-1.073167702,0.05
1340.6,67.093,-1.069440994,0.05
1343.9,65.375,-1.065776398,0.05
1347.1,63.662,-1.062236025,0.05
1350.3,61.954,-1.058819876,0.05
1353.3,60.252,-1.055496894,0.05
1356.3,58.555,-1.052267081,0.05
1359.2,56.864,-1.049161491,0.05
1362,55.177,-1.046118012,0.05
1364.7,53.495,-1.043198758,0.05
1367.3,51.818,-1.040403727,0.05
1369.9,50.145,-1.037670807,0.05
1372.4,48.477,-1.035031056,0.05
1374.7,46.812,-1.032515528,0.05
1377,45.152,-1.030062112,0.05
1379.3,43.495,-1.027732919,0.05
1381.4,41.842,-1.025465839,0.05
1383.4,40.193,-1.023322981,0.05
1385.4,38.547,-1.021335404,0.05
1387.3,36.904,-1.01947205,0.05
1389.1,35.265,-1.017701863,0.05
1390.8,33.627,-1.015993789,0.05
1392.5,31.993,-1.014347826,0.05
1394,30.361,-1.012795031,0.05
1395.5,28.732,-1.011304348,0.05
1396.9,27.105,-1.009875776,0.05
1398.2,25.48,-1.008540373,0.05
1399.4,23.857,-1.007267081,0.05
1400.6,22.236,-1.006086957,0.05
1401.7,20.618,-1.004968944,0.05
1402.7,19,-1.003944099,0.05
1403.6,17.385,-1.002981366,0.05
1404.4,15.771,-1.002080745,0.05
1405.1,14.158,-1.001273292,0.05
1405.8,12.547,-1.00052795,0.05
1406.4,10.936,-0.999875776,0.05
1406.9,9.3271,-0.999285714,0.05
1407.3,7.7186,-0.99878882,0.05
1407.7,6.1109,-0.998385093,0.05
1407.9,4.5038,-0.998043478,0.05
1408.1,2.8972,-0.997795031,0.05
1408.2,1.2909,-0.997639752,0.05
1408.3,-0.31527,-0.99757764,0.05
1408.2,-1.9213,-0.997484472,0.05
1408.1,-3.642,-0.988416149,0.054
1407.8,-5.2824,-0.967267081,0.0527
1407.5,-6.9229,-0.933819876,0.0545
1407,-8.5633,-0.88810559,0.0574
1406.5,-10.204,-0.830062112,0.0614
1405.7,-11.844,-0.759720497,0.067
1404.8,-13.485,-0.677111801,0.0753
1403.5,-15.125,-0.582173913,0.0875
1401.8,-16.765,-0.474937888,0.1072
1399.3,-18.406,-0.355403727,0.1434
1394.9,-20.046,-0.223537267,0.2279
1384.6,-21.323,-0.079307453,0.5003
1374.1,-20.651,0.041720497,0.5
1363.7,-21.012,-0.022420497,0.5
1353.2,-20.814,0.012284161,0.5
1342.8,-20.916,-0.006326087,0.5
1332.3,-20.856,0.003712112,0.5
1321.9,-20.884,-0.001689969,0.5
1311.5,-20.864,0.001222578,0.5
1301,-20.87,-0.000347547,0.5
1290.6,-20.861,0.000499286,0.5
1280.2,-20.861,4.21E-05,0.5
1269.7,-20.856,0.000288689,0.5
1259.3,-20.854,0.000155258,0.5
1248.9,-20.85,0.000227121,0.5
1238.4,-20.847,0.000188034,0.5
1228,-20.844,0.000208935,0.5
1217.6,-20.84,0.000197385,0.5
1207.2,-20.837,0.000203401,0.5
1196.8,-20.834,0.000199904,0.5
1186.4,-20.831,0.000201559,0.5
1175.9,-20.827,0.000200425,0.5
1165.5,-20.824,0.000200801,0.5
1155.1,-20.821,0.00020036,0.5
1144.7,-20.818,0.000200363,0.5
1134.3,-20.815,0.000200124,0.5
1123.9,-20.811,0.000200019,0.5
1113.5,-20.808,0.000199839,0.5
1103.1,-20.805,0.000199699,0.5
1092.7,-20.802,0.00019954,0.5
1082.3,-20.798,0.000199391,0.5
1071.9,-20.795,0.000199236,0.5
1061.5,-20.792,0.000199087,0.5
1051.1,-20.789,0.000198935,0.5
1040.7,-20.786,0.000198783,0.5
1030.3,-20.782,0.00019863,0.5
1019.9,-20.779,0.000198478,0.5
1009.5,-20.776,0.000198329,0.5
999.14,-20.773,0.000198177,0.5
988.75,-20.77,0.000198028,0.5
978.37,-20.766,0.000197876,0.5
967.98,-20.763,0.000197727,0.5
957.6,-20.76,0.000197575,0.5
947.22,-20.757,0.000197425,0.5
936.85,-20.754,0.000197276,0.5
926.47,-20.751,0.000197127,0.5
916.1,-20.747,0.000196978,0.5
905.72,-20.744,0.000196829,0.5
895.35,-20.741,0.00019668,0.5
884.98,-20.738,0.000196531,0.5
874.61,-20.735,0.000196382,0.5
864.25,-20.732,0.000196233,0.5
853.88,-20.728,0.000196087,0.5
843.52,-20.725,0.000195938,0.5
833.16,-20.722,0.000195789,0.5
822.8,-20.719,0.000195643,0.5
812.44,-20.716,0.000195494,0.5
802.08,-20.713,0.000195348,0.5
791.72,-20.71,0.000195202,0.5
781.37,-20.706,0.000195053,0.5
771.02,-20.703,0.000194907,0.5
760.67,-20.7,0.000194761,0.5
750.32,-20.697,0.000194615,0.5
739.97,-20.694,0.000194469,0.5
729.62,-20.691,0.000194323,0.5
719.28,-20.688,0.000194177,0.5
708.94,-20.685,0.000194031,0.5
698.59,-20.681,0.000193885,0.5
688.25,-20.678,0.000193739,0.5
677.92,-20.675,0.000193596,0.5
667.58,-20.672,0.00019345,0.5
657.24,-20.669,0.000193307,0.5
646.91,-20.666,0.000193161,0.5
636.58,-20.663,0.000193019,0.5
626.25,-20.66,0.000192873,0.5
615.92,-20.656,0.00019273,0.5
605.59,-20.653,0.000192587,0.5
595.27,-20.65,0.000192441,0.5
584.94,-20.647,0.000192298,0.5
574.62,-20.644,0.000192155,0.5
564.3,-20.641,0.000192012,0.5
553.98,-20.638,0.00019187,0.5
543.66,-20.635,0.000191727,0.5
533.34,-20.632,0.000191584,0.5
523.03,-20.629,0.000191441,0.5
512.71,-20.626,0.000191301,0.5
502.4,-20.623,0.000191158,0.5
492.09,-20.619,0.000191016,0.5
481.78,-20.616,0.000190876,0.5
471.47,-20.613,0.000190733,0.5
461.17,-20.61,0.000190593,0.5
450.86,-20.607,0.00019045,0.5
440.56,-20.604,0.000190311,0.5
430.26,-20.601,0.000190171,0.5
419.96,-20.598,0.000190031,0.5
