409.66,-20.595,0.000189888,0.5
399.37,-20.592,0.000189748,0.5
389.07,-20.589,0.000189609,0.5
378.78,-20.586,0.000189469,0.5
368.49,-20.583,0.000189329,0.5
358.19,-20.58,0.000189189,0.5
347.91,-20.577,0.000189053,0.5
337.62,-20.574,0.000188913,0.5
327.33,-20.571,0.000188773,0.5
317.05,-20.568,0.000188634,0.5
306.76,-20.564,0.000188497,0.5
296.48,-20.561,0.000188357,0.5
286.2,-20.558,0.00018822,0.5
275.92,-20.555,0.000188081,0.5
265.65,-20.552,0.000187944,0.5
255.37,-20.549,0.000187807,0.5
245.1,-20.546,0.000187668,0.5
234.83,-20.543,0.000187531,0.5
224.55,-20.54,0.000187394,0.5
214.29,-20.537,0.000187258,0.5
204.02,-20.534,0.000187121,0.5
193.75,-20.531,0.000186984,0.5
183.49,-20.528,0.000186848,0.5
173.22,-20.525,0.000186711,0.5
162.96,-20.522,0.000186575,0.5
152.7,-20.519,0.000186438,0.5
142.44,-20.516,0.000186301,0.5
132.18,-20.513,0.000186168,0.5
121.93,-20.51,0.000186031,0.5
111.67,-20.507,0.000185898,0.5
101.42,-20.504,0.000185761,0.5
91.17,-20.501,0.000185627,0.5
80.92,-20.498,0.000185491,0.5
70.672,-20.495,0.000185357,0.5
60.425,-20.492,0.000185224,0.5
50.18,-20.489,0.000185087,0.5
39.936,-20.486,0.000184953,0.5
29.693,-20.483,0.00018482,0.5
19.452,-20.48,0.000184686,0.5
9.2128,-20.477,0.000184553,0.5
-1.0252,-20.474,0.000184419,0.5
